RACEID,YEAR,ROUND,NAME,F1DATE,TIME,URL,SCORE,DNF_COUNT,DNF_DUE_TO_ACCIDENT_COUNT,WEATHER,WEATHER_WET,CIRCUITREF,YEAR_C,RACE_COUNT,NAME_YEAR,OVERTAKEN_POSITIONS_TOTAL
698,1966,9,Mexican Grand Prix,23-Oct-66,\N,http://en.wikipedia.org/wiki/1966_Mexican_Grand_Prix,,10,0,"Warm, clear",N,rodriguez,1966,1,1966 Mexican Grand Prix,0
703,1965,5,British Grand Prix,10-Jul-65,\N,http://en.wikipedia.org/wiki/1965_British_Grand_Prix,,10,0,"Warm, dry and overcast",N,silverstone,1965,1,1965 British Grand Prix,0
706,1965,8,Italian Grand Prix,12-Sep-65,\N,http://en.wikipedia.org/wiki/1965_Italian_Grand_Prix,,14,0,not found,N,monza,1965,1,1965 Italian Grand Prix,0
708,1965,10,Mexican Grand Prix,24-Oct-65,\N,http://en.wikipedia.org/wiki/1965_Mexican_Grand_Prix,,11,0,not found,N,rodriguez,1965,1,1965 Mexican Grand Prix,0
710,1964,2,Dutch Grand Prix,24-May-64,\N,http://en.wikipedia.org/wiki/1964_Dutch_Grand_Prix,,6,1,Dry,N,zandvoort,1964,1,1964 Dutch Grand Prix,0
711,1964,3,Belgian Grand Prix,14-Jun-64,\N,http://en.wikipedia.org/wiki/1964_Belgian_Grand_Prix,,11,1,Dry,N,spa,1964,1,1964 Belgian Grand Prix,0
714,1964,6,German Grand Prix,2-Aug-64,\N,http://en.wikipedia.org/wiki/1964_German_Grand_Prix,,14,2,Dry,N,nurburgring,1964,1,1964 German Grand Prix,0
717,1964,9,United States Grand Prix,4-Oct-64,\N,http://en.wikipedia.org/wiki/1964_United_States_Grand_Prix,,14,0,"Sunny, warm",N,watkins_glen,1964,1,1964 United States Grand Prix,0
721,1963,3,Dutch Grand Prix,23-Jun-63,\N,http://en.wikipedia.org/wiki/1963_Dutch_Grand_Prix,,10,1,Sunny,N,zandvoort,1963,1,1963 Dutch Grand Prix,0
722,1963,4,French Grand Prix,30-Jun-63,\N,http://en.wikipedia.org/wiki/1963_French_Grand_Prix,,13,0,"Sunny, then rain",Y,reims,1963,1,1963 French Grand Prix,0
724,1963,6,German Grand Prix,4-Aug-63,\N,http://en.wikipedia.org/wiki/1963_German_Grand_Prix,,20,6,"Warm, dry and sunny",N,nurburgring,1963,1,1963 German Grand Prix,0
727,1963,9,Mexican Grand Prix,27-Oct-63,\N,http://en.wikipedia.org/wiki/1963_Mexican_Grand_Prix,,15,0,"Overcast, dry",N,rodriguez,1963,1,1963 Mexican Grand Prix,0
728,1963,10,South African Grand Prix,28-Dec-63,\N,http://en.wikipedia.org/wiki/1963_South_African_Grand_Prix,,10,2,"Hot, dry and windy",N,george,1963,1,1963 South African Grand Prix,0
731,1962,3,Belgian Grand Prix,17-Jun-62,\N,http://en.wikipedia.org/wiki/1962_Belgian_Grand_Prix,,15,2,Sunny,N,spa,1962,1,1962 Belgian Grand Prix,0
732,1962,4,French Grand Prix,8-Jul-62,\N,http://en.wikipedia.org/wiki/1962_French_Grand_Prix,,13,1,Sunny,N,essarts,1962,1,1962 French Grand Prix,0
737,1962,9,South African Grand Prix,29-Dec-62,\N,http://en.wikipedia.org/wiki/1962_South_African_Grand_Prix,,11,0,"Dry, windy",N,george,1962,1,1962 South African Grand Prix,0
739,1961,2,Dutch Grand Prix,22-May-61,\N,http://en.wikipedia.org/wiki/1961_Dutch_Grand_Prix,,2,0,Sunny,N,zandvoort,1961,1,1961 Dutch Grand Prix,0
740,1961,3,Belgian Grand Prix,18-Jun-61,\N,http://en.wikipedia.org/wiki/1961_Belgian_Grand_Prix,,13,0,Sunny,N,spa,1961,1,1961 Belgian Grand Prix,0
741,1961,4,French Grand Prix,2-Jul-61,\N,http://en.wikipedia.org/wiki/1961_French_Grand_Prix,,17,1,Sunny,N,reims,1961,1,1961 French Grand Prix,0
742,1961,5,British Grand Prix,15-Jul-61,\N,http://en.wikipedia.org/wiki/1961_British_Grand_Prix,,15,2,"Torrential rain, drying later",Y,aintree,1961,1,1961 British Grand Prix,0
743,1961,6,German Grand Prix,6-Aug-61,\N,http://en.wikipedia.org/wiki/1961_German_Grand_Prix,,17,3,Wet,Y,nurburgring,1961,1,1961 German Grand Prix,0
748,1960,3,Indianapolis 500,30-May-60,\N,http://en.wikipedia.org/wiki/1960_Indianapolis_500,,17,2,not found,N,indianapolis,1960,1,1960 Indianapolis 500,0
750,1960,5,Belgian Grand Prix,19-Jun-60,\N,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix,,13,5,not found,N,spa,1960,1,1960 Belgian Grand Prix,0
751,1960,6,French Grand Prix,3-Jul-60,\N,http://en.wikipedia.org/wiki/1960_French_Grand_Prix,,14,2,Dry,N,reims,1960,1,1960 French Grand Prix,0
753,1960,8,Portuguese Grand Prix,14-Aug-60,\N,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix,,8,2,not found,N,boavista,1960,1,1960 Portuguese Grand Prix,0
756,1959,1,Monaco Grand Prix,10-May-59,\N,http://en.wikipedia.org/wiki/1959_Monaco_Grand_Prix,,18,5,"Hot, clear",N,monaco,1959,1,1959 Monaco Grand Prix,0
757,1959,2,Indianapolis 500,30-May-59,\N,http://en.wikipedia.org/wiki/1959_Indianapolis_500,,17,8,not found,N,indianapolis,1959,1,1959 Indianapolis 500,0
760,1959,5,British Grand Prix,18-Jul-59,\N,http://en.wikipedia.org/wiki/1959_British_Grand_Prix,,17,2,Dry and sunny.,N,aintree,1959,1,1959 British Grand Prix,0
762,1959,7,Portuguese Grand Prix,23-Aug-59,\N,http://en.wikipedia.org/wiki/1959_Portuguese_Grand_Prix,,6,2,Hot and clear.,N,monsanto,1959,1,1959 Portuguese Grand Prix,0
763,1959,8,Italian Grand Prix,13-Sep-59,\N,http://en.wikipedia.org/wiki/1959_Italian_Grand_Prix,,6,0,Dry and sunny,N,monza,1959,1,1959 Italian Grand Prix,0
766,1958,2,Monaco Grand Prix,18-May-58,\N,http://en.wikipedia.org/wiki/1958_Monaco_Grand_Prix,,25,1,not found,N,monaco,1958,1,1958 Monaco Grand Prix,0
772,1958,8,German Grand Prix,3-Aug-58,\N,http://en.wikipedia.org/wiki/1958_German_Grand_Prix,,15,3,not found,N,nurburgring,1958,1,1958 German Grand Prix,0
775,1958,11,Moroccan Grand Prix,19-Oct-58,\N,http://en.wikipedia.org/wiki/1958_Moroccan_Grand_Prix,,9,5,"Warm, dry, sunny",N,ain-diab,1958,1,1958 Moroccan Grand Prix,0
777,1957,2,Monaco Grand Prix,19-May-57,\N,http://en.wikipedia.org/wiki/1957_Monaco_Grand_Prix,,17,5,not found,N,monaco,1957,1,1957 Monaco Grand Prix,0
779,1957,4,French Grand Prix,7-Jul-57,\N,http://en.wikipedia.org/wiki/1957_French_Grand_Prix,,8,2,not found,N,essarts,1957,1,1957 French Grand Prix,0
781,1957,6,German Grand Prix,4-Aug-57,\N,http://en.wikipedia.org/wiki/1957_German_Grand_Prix,,9,0,not found,N,nurburgring,1957,1,1957 German Grand Prix,0
784,1956,1,Argentine Grand Prix,22-Jan-56,\N,http://en.wikipedia.org/wiki/1956_Argentine_Grand_Prix,,7,2,Overcast but dry,N,galvez,1956,1,1956 Argentine Grand Prix,0
787,1956,4,Belgian Grand Prix,3-Jun-56,\N,http://en.wikipedia.org/wiki/1956_Belgian_Grand_Prix,,7,1,"Wet and overcast, later drying",Y,spa,1956,1,1956 Belgian Grand Prix,0
789,1956,6,British Grand Prix,14-Jul-56,\N,http://en.wikipedia.org/wiki/1956_British_Grand_Prix,,17,1,"Overcast, dry",N,silverstone,1956,1,1956 British Grand Prix,0
790,1956,7,German Grand Prix,5-Aug-56,\N,http://en.wikipedia.org/wiki/1956_German_Grand_Prix,,16,2,not found,N,nurburgring,1956,1,1956 German Grand Prix,0
793,1955,2,Monaco Grand Prix,22-May-55,\N,http://en.wikipedia.org/wiki/1955_Monaco_Grand_Prix,,15,3,not found,N,monaco,1955,1,1955 Monaco Grand Prix,0
799,1954,1,Argentine Grand Prix,17-Jan-54,\N,http://en.wikipedia.org/wiki/1954_Argentine_Grand_Prix,,9,1,"Overcast, wet",Y,galvez,1954,1,1954 Argentine Grand Prix,0
801,1954,3,Belgian Grand Prix,20-Jun-54,\N,http://en.wikipedia.org/wiki/1954_Belgian_Grand_Prix,,7,0,"Sunny, mild, dry",N,spa,1954,1,1954 Belgian Grand Prix,0
803,1954,5,British Grand Prix,17-Jul-54,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,,19,4,"Cold, wet (heavy rain).[1]",Y,silverstone,1954,1,1954 British Grand Prix,0
805,1954,7,Swiss Grand Prix,22-Aug-54,\N,http://en.wikipedia.org/wiki/1954_Swiss_Grand_Prix,,9,1,Rain,Y,bremgarten,1954,1,1954 Swiss Grand Prix,0
812,1953,5,French Grand Prix,5-Jul-53,\N,http://en.wikipedia.org/wiki/1953_French_Grand_Prix,,10,0,"Hot, dry",N,reims,1953,1,1953 French Grand Prix,0
813,1953,6,British Grand Prix,18-Jul-53,\N,http://en.wikipedia.org/wiki/1953_British_Grand_Prix,,17,2,"Overcast, showers",Y,silverstone,1953,1,1953 British Grand Prix,0
814,1953,7,German Grand Prix,2-Aug-53,\N,http://en.wikipedia.org/wiki/1953_German_Grand_Prix,,19,0,"Sunny, mild, dry",N,nurburgring,1953,1,1953 German Grand Prix,0
817,1952,1,Swiss Grand Prix,18-May-52,\N,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix,,14,1,Sunny,N,bremgarten,1952,1,1952 Swiss Grand Prix,0
820,1952,4,French Grand Prix,6-Jul-52,\N,http://en.wikipedia.org/wiki/1952_French_Grand_Prix,,9,0,Rain,Y,essarts,1952,1,1952 French Grand Prix,0
822,1952,6,German Grand Prix,3-Aug-52,\N,http://en.wikipedia.org/wiki/1952_German_Grand_Prix,,18,2,Sunny,N,nurburgring,1952,1,1952 German Grand Prix,0
826,1951,2,Indianapolis 500,30-May-51,\N,http://en.wikipedia.org/wiki/1951_Indianapolis_500,,25,2,Warm and sunny,N,indianapolis,1951,1,1951 Indianapolis 500,0
828,1951,4,French Grand Prix,1-Jul-51,\N,http://en.wikipedia.org/wiki/1951_French_Grand_Prix,,12,1,"Sunny, Hot, Dry",N,reims,1951,1,1951 French Grand Prix,0
830,1951,6,German Grand Prix,29-Jul-51,\N,http://en.wikipedia.org/wiki/1951_German_Grand_Prix,,11,2,"Sunny, Mild, Dry",N,nurburgring,1951,1,1951 German Grand Prix,0
831,1951,7,Italian Grand Prix,16-Sep-51,\N,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix,,13,0,Warm and sunny,N,monza,1951,1,1951 Italian Grand Prix,0
834,1950,2,Monaco Grand Prix,21-May-50,\N,http://en.wikipedia.org/wiki/1950_Monaco_Grand_Prix,,14,11,not found,N,monaco,1950,1,1950 Monaco Grand Prix,0
835,1950,3,Indianapolis 500,30-May-50,\N,http://en.wikipedia.org/wiki/1950_Indianapolis_500,,12,2,Rainy,Y,indianapolis,1950,1,1950 Indianapolis 500,0
836,1950,4,Swiss Grand Prix,4-Jun-50,\N,http://en.wikipedia.org/wiki/1950_Swiss_Grand_Prix,,7,2,"Warm, dry and sunny",N,bremgarten,1950,1,1950 Swiss Grand Prix,0
838,1950,6,French Grand Prix,2-Jul-50,\N,http://en.wikipedia.org/wiki/1950_French_Grand_Prix,,11,0,Hot and sunny,N,reims,1950,1,1950 French Grand Prix,0
841,2011,1,Australian Grand Prix,27-Mar-11,6:00:00,http://en.wikipedia.org/wiki/2011_Australian_Grand_Prix,6.751,9,2,"Sunny, 18°C",N,albert_park,2011,1,2011 Australian Grand Prix,164
850,2011,10,German Grand Prix,24-Jul-11,12:00:00,http://en.wikipedia.org/wiki/2011_German_Grand_Prix,8.43,4,1,"Cloudy, (light) rain at start",Y,nurburgring,2011,1,2011 German Grand Prix,167
857,2011,17,Indian Grand Prix,30-Oct-11,9:30:00,http://en.wikipedia.org/wiki/2011_Indian_Grand_Prix,5.555,5,2,Fine and Dry Air Temp 30 °C (86 °F)[1],N,buddh,2011,1,2011 Indian Grand Prix,101
864,2012,5,Spanish Grand Prix,13-May-12,12:00:00,http://en.wikipedia.org/wiki/2012_Spanish_Grand_Prix,8.274,5,2,"Partially cloudy, dry: Air 23 °C (73 °F), Track 36 °C (97 °F)",N,catalunya,2012,1,2012 Spanish Grand Prix,318
866,2012,7,Canadian Grand Prix,10-Jun-12,18:00:00,http://en.wikipedia.org/wiki/2012_Canadian_Grand_Prix,8.197,4,0,not found,N,villeneuve,2012,1,2012 Canadian Grand Prix,199
870,2012,11,Hungarian Grand Prix,29-Jul-12,12:00:00,http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,5.975,1,0,Fine and Dry. Very Hot[2][3] Air Temp 30 °C (86 °F)[3] Track Temp 45 °C (113 °F)[3],N,hungaroring,2012,1,2012 Hungarian Grand Prix,159
872,2012,13,Italian Grand Prix,9-Sep-12,12:00:00,http://en.wikipedia.org/wiki/2012_Italian_Grand_Prix,7.64,5,0,Dry and sizzlingly sunny[2] Air temp 28 °C (82 °F)[2] Track temp 40 °C (104 °F)[2],N,monza,2012,1,2012 Italian Grand Prix,215
470,1982,4,San Marino Grand Prix,25-Apr-82,\N,http://en.wikipedia.org/wiki/1982_San_Marino_Grand_Prix,,9,0,not found,N,imola,1982,1,1982 San Marino Grand Prix,0
471,1982,5,Belgian Grand Prix,9-May-82,\N,http://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix,,23,6,Cold with air temperatures reaching up to 13 °C (55 °F)[1],N,zolder,1982,1,1982 Belgian Grand Prix,0
472,1982,6,Monaco Grand Prix,23-May-82,\N,http://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix,,26,3,"Dry, then Wet",Y,monaco,1982,1,1982 Monaco Grand Prix,0
474,1982,8,Canadian Grand Prix,13-Jun-82,\N,http://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix,,21,5,Overcast and chilly17 °C (63 °F)[1],N,villeneuve,1982,1,1982 Canadian Grand Prix,0
476,1982,10,British Grand Prix,18-Jul-82,\N,http://en.wikipedia.org/wiki/1982_British_Grand_Prix,,20,7,not found,N,brands_hatch,1982,1,1982 British Grand Prix,0
480,1982,14,Swiss Grand Prix,29-Aug-82,\N,http://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix,,14,2,Dry,N,dijon,1982,1,1982 Swiss Grand Prix,0
484,1981,2,Brazilian Grand Prix,29-Mar-81,\N,http://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix,,17,7,"Overcast, Fresh, Rain",Y,jacarepagua,1981,1,1981 Brazilian Grand Prix,0
487,1981,5,Belgian Grand Prix,17-May-81,\N,http://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix,,18,5,Wet/Dry,Y,zolder,1981,1,1981 Belgian Grand Prix,0
488,1981,6,Monaco Grand Prix,31-May-81,\N,http://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix,,24,6,Dry,N,monaco,1981,1,1981 Monaco Grand Prix,0
490,1981,8,French Grand Prix,5-Jul-81,\N,http://en.wikipedia.org/wiki/1981_French_Grand_Prix,,13,1,Wet,Y,dijon,1981,1,1981 French Grand Prix,0
493,1981,11,Austrian Grand Prix,16-Aug-81,\N,http://en.wikipedia.org/wiki/1981_Austrian_Grand_Prix,,17,1,"Mild, Dry",N,osterreichring,1981,1,1981 Austrian Grand Prix,0
494,1981,12,Dutch Grand Prix,30-Aug-81,\N,http://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix,,21,6,"Sunny, Dry",N,zandvoort,1981,1,1981 Dutch Grand Prix,0
495,1981,13,Italian Grand Prix,13-Sep-81,\N,http://en.wikipedia.org/wiki/1981_Italian_Grand_Prix,,22,6,Dry and sunny,N,monza,1981,1,1981 Italian Grand Prix,0
499,1980,2,Brazilian Grand Prix,27-Jan-80,\N,http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix,,13,1,Dry,N,interlagos,1980,1,1980 Brazilian Grand Prix,0
500,1980,3,South African Grand Prix,1-Mar-80,\N,http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix,,16,6,Dry,N,kyalami,1980,1,1980 South African Grand Prix,0
501,1980,4,United States Grand Prix West,30-Mar-80,\N,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West,,17,7,Sunny and warm with temperatures reaching up to 81 °F (27 °C); wind speeds up to 10.9 miles per hour (17.5 km/h)[1],N,long_beach,1980,1,1980 United States Grand Prix West,0
505,1980,8,British Grand Prix,13-Jul-80,\N,http://en.wikipedia.org/wiki/1980_British_Grand_Prix,,15,1,not found,N,brands_hatch,1980,1,1980 British Grand Prix,0
513,1979,2,Brazilian Grand Prix,4-Feb-79,\N,http://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix,,11,3,Dry,N,interlagos,1979,1,1979 Brazilian Grand Prix,0
514,1979,3,South African Grand Prix,3-Mar-79,\N,http://en.wikipedia.org/wiki/1979_South_African_Grand_Prix,,13,5,Wet,Y,kyalami,1979,1,1979 South African Grand Prix,0
515,1979,4,United States Grand Prix West,8-Apr-79,\N,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West,,17,4,Sunny and warm with temperatures reaching up to 66 °F (19 °C); winds gusting up to 8 miles per hour (13 km/h)[1],N,long_beach,1979,1,1979 United States Grand Prix West,0
516,1979,5,Spanish Grand Prix,29-Apr-79,\N,http://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix,,13,0,not found,N,jarama,1979,1,1979 Spanish Grand Prix,0
520,1979,9,British Grand Prix,14-Jul-79,\N,http://en.wikipedia.org/wiki/1979_British_Grand_Prix,,14,1,Dry,N,silverstone,1979,1,1979 British Grand Prix,0
521,1979,10,German Grand Prix,29-Jul-79,\N,http://en.wikipedia.org/wiki/1979_German_Grand_Prix,,15,2,Dry,N,hockenheimring,1979,1,1979 German Grand Prix,0
524,1979,13,Italian Grand Prix,9-Sep-79,\N,http://en.wikipedia.org/wiki/1979_Italian_Grand_Prix,,15,3,Dry and sunny,N,monza,1979,1,1979 Italian Grand Prix,0
527,1978,1,Argentine Grand Prix,15-Jan-78,\N,http://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix,,10,0,Dry,N,galvez,1978,1,1978 Argentine Grand Prix,0
532,1978,6,Belgian Grand Prix,21-May-78,\N,http://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix,,19,8,Dry,N,zolder,1978,1,1978 Belgian Grand Prix,0
534,1978,8,Swedish Grand Prix,17-Jun-78,\N,http://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix,,11,3,Sunny and warm,N,anderstorp,1978,1,1978 Swedish Grand Prix,0
537,1978,11,German Grand Prix,30-Jul-78,\N,http://en.wikipedia.org/wiki/1978_German_Grand_Prix,,20,4,Dry,N,hockenheimring,1978,1,1978 German Grand Prix,0
538,1978,12,Austrian Grand Prix,13-Aug-78,\N,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix,,20,12,Wet,Y,osterreichring,1978,1,1978 Austrian Grand Prix,0
542,1978,16,Canadian Grand Prix,8-Oct-78,\N,http://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix,,15,4,Mostly cloudy5 °C (41 °F)[1],N,villeneuve,1978,1,1978 Canadian Grand Prix,0
545,1977,3,South African Grand Prix,5-Mar-77,\N,http://en.wikipedia.org/wiki/1977_South_African_Grand_Prix,,8,3,Sunny,N,kyalami,1977,1,1977 South African Grand Prix,0
549,1977,7,Belgian Grand Prix,5-Jun-77,\N,http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix,,17,7,not found,N,zolder,1977,1,1977 Belgian Grand Prix,0
550,1977,8,Swedish Grand Prix,19-Jun-77,\N,http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix,,13,1,Dry,N,anderstorp,1977,1,1977 Swedish Grand Prix,0
552,1977,10,British Grand Prix,16-Jul-77,\N,http://en.wikipedia.org/wiki/1977_British_Grand_Prix,,22,2,Sunny,N,silverstone,1977,1,1977 British Grand Prix,0
555,1977,13,Dutch Grand Prix,28-Aug-77,\N,http://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix,,24,5,Dry,N,zandvoort,1977,1,1977 Dutch Grand Prix,0
558,1977,16,Canadian Grand Prix,9-Oct-77,\N,http://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix,,20,7,Cold with temperatures approaching 12 °C (54 °F); wind speeds up to 12.8 kilometres per hour (8.0 mph)[1],N,mosport,1977,1,1977 Canadian Grand Prix,0
559,1977,17,Japanese Grand Prix,23-Oct-77,\N,http://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix,,12,5,Dry,N,fuji,1977,1,1977 Japanese Grand Prix,0
563,1976,4,Spanish Grand Prix,2-May-76,\N,http://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix,,17,1,not found,N,jarama,1976,1,1976 Spanish Grand Prix,0
565,1976,6,Monaco Grand Prix,30-May-76,\N,http://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix,,13,5,Dry,N,monaco,1976,1,1976 Monaco Grand Prix,0
567,1976,8,French Grand Prix,4-Jul-76,\N,http://en.wikipedia.org/wiki/1976_French_Grand_Prix,,12,0,not found,N,ricard,1976,1,1976 French Grand Prix,0
568,1976,9,British Grand Prix,18-Jul-76,\N,http://en.wikipedia.org/wiki/1976_British_Grand_Prix,,21,3,Dry,N,brands_hatch,1976,1,1976 British Grand Prix,0
569,1976,10,German Grand Prix,1-Aug-76,\N,http://en.wikipedia.org/wiki/1976_German_Grand_Prix,,13,6,"Rain at start, later drying",Y,nurburgring,1976,1,1976 German Grand Prix,0
575,1976,16,Japanese Grand Prix,24-Oct-76,\N,http://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix,,15,1,"Very wet and misty, eventually drying",Y,fuji,1976,1,1976 Japanese Grand Prix,0
577,1975,2,Brazilian Grand Prix,26-Jan-75,\N,http://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix,,8,1,Hot and dry,N,interlagos,1975,1,1975 Brazilian Grand Prix,0
580,1975,5,Monaco Grand Prix,11-May-75,\N,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,17,7,"Rain, later drying",Y,monaco,1975,1,1975 Monaco Grand Prix,0
582,1975,7,Swedish Grand Prix,8-Jun-75,\N,http://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix,,10,2,Dry,N,anderstorp,1975,1,1975 Swedish Grand Prix,0
586,1975,11,German Grand Prix,3-Aug-75,\N,http://en.wikipedia.org/wiki/1975_German_Grand_Prix,,17,4,Dry and sunny,N,nurburgring,1975,1,1975 German Grand Prix,0
588,1975,13,Italian Grand Prix,7-Sep-75,\N,http://en.wikipedia.org/wiki/1975_Italian_Grand_Prix,,14,6,not found,N,monza,1975,1,1975 Italian Grand Prix,0
590,1974,1,Argentine Grand Prix,13-Jan-74,\N,http://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix,,14,2,Hot and sunny,N,galvez,1974,1,1974 Argentine Grand Prix,0
593,1974,4,Spanish Grand Prix,28-Apr-74,\N,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix,,14,3,not found,N,jarama,1974,1,1974 Spanish Grand Prix,0
595,1974,6,Monaco Grand Prix,26-May-74,\N,http://en.wikipedia.org/wiki/1974_Monaco_Grand_Prix,,19,11,not found,N,monaco,1974,1,1974 Monaco Grand Prix,0
597,1974,8,Dutch Grand Prix,23-Jun-74,\N,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix,,15,3,not found,N,zandvoort,1974,1,1974 Dutch Grand Prix,0
598,1974,9,French Grand Prix,7-Jul-74,\N,http://en.wikipedia.org/wiki/1974_French_Grand_Prix,,14,2,not found,N,dijon,1974,1,1974 French Grand Prix,0
599,1974,10,British Grand Prix,20-Jul-74,\N,http://en.wikipedia.org/wiki/1974_British_Grand_Prix,,20,2,not found,N,brands_hatch,1974,1,1974 British Grand Prix,0
338,2010,2,Australian Grand Prix,28-Mar-10,6:00:00,http://en.wikipedia.org/wiki/2010_Australian_Grand_Prix,8.638,10,4,Overcast with light rain at start,Y,albert_park,2010,1,2010 Australian Grand Prix,120
340,2010,4,Chinese Grand Prix,18-Apr-10,6:00:00,http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix,8.326,7,3,"Cloudy, rain",Y,shanghai,2010,1,2010 Chinese Grand Prix,203
345,2010,9,European Grand Prix,27-Jun-10,12:00:00,http://en.wikipedia.org/wiki/2010_European_Grand_Prix,5.454,3,2,Dry[3],N,valencia,2010,1,2010 European Grand Prix,123
349,2010,13,Belgian Grand Prix,29-Aug-10,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,8.368,4,3,Intermittent rain,Y,spa,2010,1,2010 Belgian Grand Prix,129
352,2010,16,Japanese Grand Prix,10-Oct-10,6:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,6.642,8,4,not found,N,suzuka,2010,1,2010 Japanese Grand Prix,68
353,2010,17,Korean Grand Prix,24-Oct-10,5:00:00,http://en.wikipedia.org/wiki/2010_Korean_Grand_Prix,7.536,9,7,"Rain; Air 20 °C (68 °F), Track 18 °C (64 °F)",Y,yeongam,2010,1,2010 Korean Grand Prix,113
362,1989,7,French Grand Prix,9-Jul-89,\N,http://en.wikipedia.org/wiki/1989_French_Grand_Prix,,27,0,"Hot, dry, sunny",N,ricard,1989,1,1989 French Grand Prix,0
363,1989,8,British Grand Prix,16-Jul-89,\N,http://en.wikipedia.org/wiki/1989_British_Grand_Prix,,27,3,"Warm, dry, sunny",N,silverstone,1989,1,1989 British Grand Prix,0
364,1989,9,German Grand Prix,30-Jul-89,\N,http://en.wikipedia.org/wiki/1989_German_Grand_Prix,,27,4,"Warm, cloudy",N,hockenheimring,1989,1,1989 German Grand Prix,0
367,1989,12,Italian Grand Prix,10-Sep-89,\N,http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix,,30,2,"Hot, dry, sunny",N,monza,1989,1,1989 Italian Grand Prix,0
368,1989,13,Portuguese Grand Prix,24-Sep-89,\N,http://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix,,25,5,"Hot, dry, sunny",N,estoril,1989,1,1989 Portuguese Grand Prix,0
371,1989,16,Australian Grand Prix,5-Nov-89,\N,http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix,,31,13,"Wet, cool",Y,adelaide,1989,1,1989 Australian Grand Prix,0
372,1988,1,Brazilian Grand Prix,3-Apr-88,\N,http://en.wikipedia.org/wiki/1988_Brazilian_Grand_Prix,,22,0,Cloudy and hot,N,jacarepagua,1988,1,1988 Brazilian Grand Prix,0
